Equipment ID,Asset Number,Description,Location,Building,Floor,System,Subsystem,Manufacturer,Model,Serial Number,Voltage,Capacity,Weight,Dimensions,Delivery Status,Installation Status,Commissioning Status,Maintenance Status,Warranty,Criticality,Vendor,Purchase Order,Linked Schedule Activity
EQP-FIR-208,AST-FIR-208,Pre-action Sprinklers Asset Item 208,"Utility Block Building, Floor 2",Utility Block Building,Floor 2,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-208,SN-FIR-208-99,230V AC,Standard Load,145 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-208,A320
EQP-FIR-209,AST-FIR-209,FM-200 Clean Agent System Asset Item 209,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-209,SN-FIR-209-99,230V AC,Standard Load,110 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-209,A320
EQP-MEC-210,AST-MEC-210,Acoustic Exhaust Asset Item 210,"Generator Yard, Floor 2",Generator Yard,Floor 2,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-210,SN-MEC-210-99,415V AC,35 dB Attenuation,135 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-210,A440
EQP-ELE-211,AST-ELE-211,Busduct Systems Asset Item 211,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Electrical,Busduct Systems,Godrej,MOD-ELE-211,SN-ELE-211-99,415V AC,3200 A,25 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A440
EQP-ELE-212,AST-ELE-212,MV Switchgear Asset Item 212,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-212,SN-ELE-212-99,11 kV AC,31.5 kA,355 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A240
EQP-BMS-213,AST-BMS-213,BMS Server Panel Asset Item 213,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-213,SN-BMS-213-99,230V AC,Standard Load,415 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-213,A500
EQP-ELE-214,AST-ELE-214,Busduct Systems Asset Item 214,"Utility Block Building, Floor 1",Utility Block Building,Floor 2,Electrical,Busduct Systems,Godrej,MOD-ELE-214,SN-ELE-214-99,415V AC,3200 A,195 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A500
EQP-ELE-215,AST-ELE-215,UPS System Asset Item 215,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Electrical,UPS System,Vertiv,MOD-ELE-215,SN-ELE-215-99,415V AC,1600 kW,60 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A320
EQP-FIR-216,AST-FIR-216,CO2 Flooding System Asset Item 216,"Generator Yard, Floor 3",Generator Yard,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-216,SN-FIR-216-99,230V AC,Standard Load,217 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-216,A500
EQP-BMS-217,AST-BMS-217,BMS Control Network Asset Item 217,"Transformer Yard, Floor 3",Transformer Yard,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-217,SN-BMS-217-99,230V AC,Standard Load,280 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-217,A150
EQP-ELE-218,AST-ELE-218,MV Switchgear Asset Item 218,"Generator Yard, Floor 1",Generator Yard,Floor 3,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-218,SN-ELE-218-99,11 kV AC,31.5 kA,17 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A440
EQP-MEC-219,AST-MEC-219,Acoustic Exhaust Asset Item 219,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-219,SN-MEC-219-99,415V AC,35 dB Attenuation,12 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-219,A150
EQP-MEC-220,AST-MEC-220,Condenser Cooling Towers Asset Item 220,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-220,SN-MEC-220-99,415V AC,3000 GPM,148 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-220,A320
EQP-MEC-221,AST-MEC-221,Condenser Cooling Towers Asset Item 221,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-221,SN-MEC-221-99,415V AC,3000 GPM,115 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-221,A440
EQP-FIR-222,AST-FIR-222,CO2 Flooding System Asset Item 222,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-222,SN-FIR-222-99,230V AC,Standard Load,141 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-222,A320
EQP-MEC-223,AST-MEC-223,Condenser Cooling Towers Asset Item 223,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 3,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-223,SN-MEC-223-99,415V AC,3000 GPM,394 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-223,A240
EQP-MEC-224,AST-MEC-224,CRAH System Asset Item 224,"Utility Block Building, Floor 1",Utility Block Building,Floor 3,Mechanical,CRAH System,Vertiv,MOD-MEC-224,SN-MEC-224-99,415V AC,85 kW,441 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A150
EQP-BMS-225,AST-BMS-225,BMS Control Network Asset Item 225,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 2,BMS,BMS Control Network,OEM Standard,MOD-BMS-225,SN-BMS-225-99,230V AC,Standard Load,395 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-225,A150
EQP-ELE-226,AST-ELE-226,LV Switchgear Asset Item 226,"Generator Yard, Floor 3",Generator Yard,Floor 2,Electrical,LV Switchgear,ABB,MOD-ELE-226,SN-ELE-226-99,415V AC,3200 A,325 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A150
EQP-FIR-227,AST-FIR-227,Pre-action Sprinklers Asset Item 227,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-227,SN-FIR-227-99,230V AC,Standard Load,71 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-227,A440
EQP-BMS-228,AST-BMS-228,BMS Control Network Asset Item 228,"Generator Yard, Floor 3",Generator Yard,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-228,SN-BMS-228-99,230V AC,Standard Load,9 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-228,A440
EQP-FIR-229,AST-FIR-229,FM-200 Clean Agent System Asset Item 229,"Generator Yard, Floor 1",Generator Yard,Floor 2,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-229,SN-FIR-229-99,230V AC,Standard Load,116 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-229,A240
EQP-ELE-230,AST-ELE-230,Power Transformers Asset Item 230,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,Electrical,Power Transformers,Kirloskar,MOD-ELE-230,SN-ELE-230-99,110 kV / 11 kV,5 MVA,10 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A320
EQP-FIR-231,AST-FIR-231,VESDA Aspiration Asset Item 231,"Generator Yard, Floor 3",Generator Yard,Floor 2,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-231,SN-FIR-231-99,230V AC,Standard Load,67 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-231,A150
EQP-FIR-232,AST-FIR-232,CO2 Flooding System Asset Item 232,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-232,SN-FIR-232-99,230V AC,Standard Load,165 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-232,A440
EQP-MEC-233,AST-MEC-233,Acoustic Exhaust Asset Item 233,"Generator Yard, Floor 2",Generator Yard,Floor 2,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-233,SN-MEC-233-99,415V AC,35 dB Attenuation,12 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-233,A240
EQP-FIR-234,AST-FIR-234,CO2 Flooding System Asset Item 234,"Transformer Yard, Floor 1",Transformer Yard,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-234,SN-FIR-234-99,230V AC,Standard Load,274 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-234,A240
EQP-MEC-235,AST-MEC-235,Chilled Water Plant Asset Item 235,"Transformer Yard, Floor 3",Transformer Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-235,SN-MEC-235-99,415V AC,2500 kW,289 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A500
EQP-MEC-236,AST-MEC-236,Acoustic Exhaust Asset Item 236,"Generator Yard, Floor 2",Generator Yard,Floor 2,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-236,SN-MEC-236-99,415V AC,35 dB Attenuation,133 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-236,A150
EQP-BMS-237,AST-BMS-237,BMS Control Network Asset Item 237,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-237,SN-BMS-237-99,230V AC,Standard Load,184 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-237,A500
EQP-BMS-238,AST-BMS-238,BMS Control Network Asset Item 238,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-238,SN-BMS-238-99,230V AC,Standard Load,45 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-238,A240
EQP-FIR-239,AST-FIR-239,CO2 Flooding System Asset Item 239,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-239,SN-FIR-239-99,230V AC,Standard Load,357 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-239,A240
EQP-FIR-240,AST-FIR-240,CO2 Flooding System Asset Item 240,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-240,SN-FIR-240-99,230V AC,Standard Load,182 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-240,A240
EQP-FIR-241,AST-FIR-241,FM-200 Clean Agent System Asset Item 241,"Generator Yard, Floor 3",Generator Yard,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-241,SN-FIR-241-99,230V AC,Standard Load,6 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-241,A240
EQP-ELE-242,AST-ELE-242,MV Switchgear Asset Item 242,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 2,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-242,SN-ELE-242-99,11 kV AC,31.5 kA,337 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A240
EQP-FIR-243,AST-FIR-243,Pre-action Sprinklers Asset Item 243,"Generator Yard, Floor 1",Generator Yard,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-243,SN-FIR-243-99,230V AC,Standard Load,33 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-243,A440
EQP-MEC-244,AST-MEC-244,CRAH System Asset Item 244,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-244,SN-MEC-244-99,415V AC,85 kW,128 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A440
EQP-FIR-245,AST-FIR-245,VESDA Aspiration Asset Item 245,"Generator Yard, Floor 1",Generator Yard,Floor 1,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-245,SN-FIR-245-99,230V AC,Standard Load,138 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-245,A150
EQP-BMS-246,AST-BMS-246,BMS Software System Asset Item 246,"Generator Yard, Floor 1",Generator Yard,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-246,SN-BMS-246-99,230V AC,Standard Load,238 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-246,A150
EQP-FIR-247,AST-FIR-247,CO2 Flooding System Asset Item 247,"Generator Yard, Floor 1",Generator Yard,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-247,SN-FIR-247-99,230V AC,Standard Load,484 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-247,A320
EQP-FIR-248,AST-FIR-248,VESDA Aspiration Asset Item 248,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-248,SN-FIR-248-99,230V AC,Standard Load,339 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-248,A500
EQP-FIR-249,AST-FIR-249,CO2 Flooding System Asset Item 249,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-249,SN-FIR-249-99,230V AC,Standard Load,262 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-249,A320
EQP-FIR-250,AST-FIR-250,Pre-action Sprinklers Asset Item 250,"Generator Yard, Floor 3",Generator Yard,Floor 2,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-250,SN-FIR-250-99,230V AC,Standard Load,477 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-250,A150
EQP-FIR-251,AST-FIR-251,FM-200 Clean Agent System Asset Item 251,"Generator Yard, Floor 2",Generator Yard,Floor 2,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-251,SN-FIR-251-99,230V AC,Standard Load,466 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-251,A240
EQP-ELE-252,AST-ELE-252,MV Switchgear Asset Item 252,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-252,SN-ELE-252-99,11 kV AC,31.5 kA,177 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A440
EQP-ELE-253,AST-ELE-253,Diesel Generators Asset Item 253,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Electrical,Diesel Generators,Cummins,MOD-ELE-253,SN-ELE-253-99,415V AC,3500 kW,230 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A240
EQP-ELE-254,AST-ELE-254,MV Switchgear Asset Item 254,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-254,SN-ELE-254-99,11 kV AC,31.5 kA,396 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A150
EQP-BMS-255,AST-BMS-255,BMS Server Panel Asset Item 255,"Generator Yard, Floor 3",Generator Yard,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-255,SN-BMS-255-99,230V AC,Standard Load,444 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-255,A320
EQP-ELE-256,AST-ELE-256,Busduct Systems Asset Item 256,"Generator Yard, Floor 2",Generator Yard,Floor 2,Electrical,Busduct Systems,Godrej,MOD-ELE-256,SN-ELE-256-99,415V AC,3200 A,366 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A320
EQP-ELE-257,AST-ELE-257,MV Switchgear Asset Item 257,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-257,SN-ELE-257-99,11 kV AC,31.5 kA,108 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A320
EQP-BMS-258,AST-BMS-258,BMS Server Panel Asset Item 258,"Generator Yard, Floor 2",Generator Yard,Floor 2,BMS,BMS Server Panel,OEM Standard,MOD-BMS-258,SN-BMS-258-99,230V AC,Standard Load,171 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-258,A320
EQP-FIR-259,AST-FIR-259,CO2 Flooding System Asset Item 259,"Utility Block Building, Floor 3",Utility Block Building,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-259,SN-FIR-259-99,230V AC,Standard Load,89 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-259,A320
EQP-FIR-260,AST-FIR-260,FM-200 Clean Agent System Asset Item 260,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-260,SN-FIR-260-99,230V AC,Standard Load,403 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-260,A320
EQP-FIR-261,AST-FIR-261,FM-200 Clean Agent System Asset Item 261,"Utility Block Building, Floor 1",Utility Block Building,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-261,SN-FIR-261-99,230V AC,Standard Load,288 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-261,A320
EQP-FIR-262,AST-FIR-262,Pre-action Sprinklers Asset Item 262,"Generator Yard, Floor 3",Generator Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-262,SN-FIR-262-99,230V AC,Standard Load,123 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-262,A500
EQP-ELE-263,AST-ELE-263,MV Switchgear Asset Item 263,"Utility Block Building, Floor 1",Utility Block Building,Floor 3,Electrical,MV Switchgear,Schneider Electric,MOD-ELE-263,SN-ELE-263-99,11 kV AC,31.5 kA,109 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-001,A440
EQP-ELE-264,AST-ELE-264,Power Transformers Asset Item 264,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Electrical,Power Transformers,Kirloskar,MOD-ELE-264,SN-ELE-264-99,110 kV / 11 kV,5 MVA,369 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A320
EQP-BMS-265,AST-BMS-265,BMS Software System Asset Item 265,"Generator Yard, Floor 2",Generator Yard,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-265,SN-BMS-265-99,230V AC,Standard Load,433 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-265,A150
EQP-MEC-266,AST-MEC-266,Acoustic Exhaust Asset Item 266,"Utility Block Building, Floor 3",Utility Block Building,Floor 1,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-266,SN-MEC-266-99,415V AC,35 dB Attenuation,176 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-266,A150
EQP-FIR-267,AST-FIR-267,FM-200 Clean Agent System Asset Item 267,"Generator Yard, Floor 3",Generator Yard,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-267,SN-FIR-267-99,230V AC,Standard Load,387 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-267,A500
EQP-MEC-268,AST-MEC-268,Chilled Water Plant Asset Item 268,"Generator Yard, Floor 2",Generator Yard,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-268,SN-MEC-268-99,415V AC,2500 kW,36 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A240
EQP-BMS-269,AST-BMS-269,BMS Software System Asset Item 269,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-269,SN-BMS-269-99,230V AC,Standard Load,207 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-269,A440
EQP-BMS-270,AST-BMS-270,BMS Control Network Asset Item 270,"Generator Yard, Floor 1",Generator Yard,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-270,SN-BMS-270-99,230V AC,Standard Load,298 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-270,A440
EQP-MEC-271,AST-MEC-271,Chilled Water Plant Asset Item 271,"Transformer Yard, Floor 3",Transformer Yard,Floor 2,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-271,SN-MEC-271-99,415V AC,2500 kW,372 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A240
EQP-FIR-272,AST-FIR-272,FM-200 Clean Agent System Asset Item 272,"Utility Block Building, Floor 2",Utility Block Building,Floor 2,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-272,SN-FIR-272-99,230V AC,Standard Load,355 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-272,A440
EQP-BMS-273,AST-BMS-273,BMS Control Network Asset Item 273,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 2,BMS,BMS Control Network,OEM Standard,MOD-BMS-273,SN-BMS-273-99,230V AC,Standard Load,387 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-273,A150
EQP-FIR-274,AST-FIR-274,Pre-action Sprinklers Asset Item 274,"Generator Yard, Floor 2",Generator Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-274,SN-FIR-274-99,230V AC,Standard Load,179 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-274,A440
EQP-ELE-275,AST-ELE-275,UPS System Asset Item 275,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Electrical,UPS System,Vertiv,MOD-ELE-275,SN-ELE-275-99,415V AC,1600 kW,216 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A320
EQP-ELE-276,AST-ELE-276,Diesel Generators Asset Item 276,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Electrical,Diesel Generators,Cummins,MOD-ELE-276,SN-ELE-276-99,415V AC,3500 kW,10 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A440
EQP-MEC-277,AST-MEC-277,Acoustic Exhaust Asset Item 277,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-277,SN-MEC-277-99,415V AC,35 dB Attenuation,441 kg,600x600x1200 mm,Delivered,Installed,Pending,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-277,A320
